Population,Distance,AgricA,Asphalt,Churches,Schools,Tractors,MAge,Water,Cows
1705,33,6469.1603,18,7.3681476,28.446049,20.717546,29.779525,56.771215,148
1176,36,4245.6553,16,10.501358,29.351813,18.218885,29.980955,57.356417,52
1065,37,7403.3983,9,7.255604,36.105443,20.244893,31.249277,59.384636,95
1382,34,3779.1652,20,6.3955051,39.082678,18.228977,29.412873,56.747638,92
1282,35,6425.3319,13,8.6058904,26.378235,20.049873,31.652316,57.975929,93
799,38,2231.0245,19,8.7110313,28.484144,15.475285,31.067963,56.969515,42
2547,35,5131.5189,14,8.6966643,26.472067,19.217573,27.768654,65.837621,222
1756,35,4922.4705,22,6.0668212,27.938765,19.064162,29.349359,60.526866,129
2535,33,4302.1942,22,7.6908444,25.013915,18.917157,33.167162,63.375379,171
1067,34,6422.6237,8,7.6510588,35.78079,20.27111,31.576048,54.465274,93
716,35,4935.9687,18,6.0826788,35.010157,19.045789,33.564435,51.130787,80
2022,16,39687.208,3,11.711216,18.090628,31.675531,33.628873,31.821498,748
1439,31,6451.6528,18,6.8387893,30.750693,21.045934,28.520788,51.785442,115
910,37,6172.4555,13,8.0277844,27.55744,19.450639,31.941501,56.959671,95
1343,31,6143.2007,14,7.2963618,33.268858,20.783736,30.741245,51.431266,104
358,34,4373.298,11,8.4216687,37.701498,18.785256,33.252863,44.330599,35
2339,38,5086.6261,24,9.5612259,26.926778,18.132742,28.266602,70.274299,172
786,36,8422.1938,18,7.8731123,34.189598,21.328504,29.11482,53.858994,91
950,35,5922.7717,13,7.3535944,36.706596,19.742978,32.320367,54.339353,81
2595,31,9760.0359,15,9.0104401,24.547381,22.947495,26.43674,60.835583,477
825,36,4475.1586,10,8.6083012,39.366848,18.214527,34.526175,54.959385,43
1121,31,4936.0582,15,9.2467733,25.036813,19.950533,31.335598,49.085255,70
1061,36,6512.2767,16,7.4916236,34.188757,19.952373,34.284413,57.009275,96
2893,34,3761.2068,22,13.145549,16.440767,18.138449,28.629328,67.312452,225
1469,36,7227.8651,17,7.8547263,31.057693,20.493902,30.223723,60.484205,158
735,34,5084.2661,10,8.855102,22.107438,19.256456,33.969176,50.789487,66
713,33,5877.4648,9,8.9018393,25.259447,20.162234,30.671837,48.47065,65
3021,35,7197.1902,25,12.598401,23.683015,20.739352,24.899386,68.725566,417
3251,35,7464.0145,20,12.972564,22.69496,20.846627,30.202104,70.499698,513
2910,31,8349.3365,28,8.6800899,27.294059,22.140115,33.791056,62.670668,413
649,37,5555.7942,15,10.72417,23.137294,19.036034,32.634703,53.432362,79
1255,35,3207.0204,15,8.5425407,28.704983,17.397304,30.779479,57.336022,74
1265,36,4147.1032,19,7.9846088,34.319849,17.914366,30.867294,59.315466,80
1647,36,845.38256,17,8.5086669,26.669505,14.332174,27.377111,62.725488,51
1020,36,7544.0112,18,7.3472687,25.185376,20.805518,32.036159,55.868529,119
788,36,8240.2694,8,6.3827947,34.973859,21.238879,29.562763,53.656776,66
1099,31,7605.735,7,6.851066,34.979064,21.72878,31.368805,49.363411,78
2337,32,5107.9001,29,9.1162011,27.927246,19.848151,27.823526,60.159351,188
3777,34,7155.3997,28,10.498604,26.665693,20.96428,28.948247,70.733316,541
1584,32,8761.7284,19,10.675386,19.917905,22.28532,32.866778,54.968306,254
1219,32,7198.5631,17,6.5988477,29.060773,21.32165,31.794986,51.836142,123
1982,35,7736.6272,17,8.970705,23.273833,20.959951,29.792339,63.497472,238
1073,30,7235.0876,13,7.0329662,24.460685,21.675032,30.027507,47.341337,117
3165,35,10530.447,37,14.108706,16.00775,22.682177,27.257399,70.600246,582
2361,35,5662.7898,20,8.5348504,25.839042,19.664615,32.763181,64.539801,197
663,31,8439.0459,10,6.3669817,46.541302,22.329425,33.618228,43.485539,75
961,38,3997.3267,22,8.5401223,35.658631,17.290334,32.885315,58.837918,66
2597,32,6620.8344,16,9.1546073,24.220596,20.850756,27.545598,62.462516,323
1712,35,7379.8226,9,9.6719669,28.885503,20.717988,29.575149,61.557078,193
1716,39,9987.6176,24,9.3596866,28.799934,21.69509,31.257854,66.768349,251
460,26,7520.3639,16,6.7378438,42.616434,22.481752,29.825093,31.730458,36
1583,34,5935.1923,14,7.4401708,34.079848,20.038001,29.476067,58.035976,136
1967,37,6822.0155,20,9.1006943,17.05686,20.022597,33.51276,65.296791,231
981,39,8142.1125,17,9.7960239,28.355588,20.415924,30.032574,60.800098,133
775,34,3951.4126,12,9.187107,33.789799,18.398106,33.551013,50.686644,56
1275,29,6077.1317,10,7.0957038,31.509123,21.104825,31.945761,47.403421,74
748,32,8405.981,9,7.859053,33.538398,22.089864,30.851867,46.82889,78
1356,38,7163.4776,19,8.1963941,24.226033,19.96361,30.267959,62.611936,142
1624,33,7383.2384,13,8.3212685,18.035455,21.177461,32.210209,57.454579,213
2630,37,7403.4865,14,11.217442,14.415028,20.411177,33.139102,69.7094,422
1545,33,4658.4512,17,10.015303,26.91901,19.289127,29.819646,56.07518,107
1039,35,6220.0843,19,10.139439,32.475433,19.942245,31.304743,55.41778,73
2909,31,6794.0378,24,9.4997087,28.234712,21.258035,29.212459,61.785049,357
2094,34,7400.7411,16,8.3717449,26.209788,20.951694,29.434867,62.646246,254
1585,33,6514.8554,21,7.8841924,28.435402,20.727043,27.122651,56.03188,133
1955,38,7773.743,23,10.019695,21.605784,20.232668,28.005361,68.199703,226
1060,30,9278.9015,17,7.2082721,38.091945,22.834831,27.593553,47.702336,100
2122,33,6957.0074,24,9.8676144,27.311262,20.994513,30.536588,60.175941,204
1615,36,3458.815,23,7.9120914,25.985945,17.213462,31.498796,62.422674,81
1914,32,8185.0931,12,9.3087357,26.84968,21.971498,31.964294,57.113875,263
752,37,5229.0785,16,5.9791924,41.947932,18.582656,31.667338,55.698837,71
2802,33,3989.1437,19,8.9189345,22.668716,18.790019,33.231986,64.064539,209
1751,36,8231.3631,13,13.348594,18.347649,21.156897,29.854457,62.839083,323
387,35,5633.4995,3,6.9866397,43.573867,19.465792,28.700565,47.158337,11
1781,38,6513.6411,20,8.4922891,28.145741,19.36312,33.785232,66.443702,151
2529,32,7378.7745,19,7.8267985,30.438868,21.405966,28.951996,61.643349,326
1926,32,8160.2289,15,7.1013276,27.040821,21.940316,28.774938,57.347743,261
2638,34,7375.5378,20,9.4291324,27.376145,21.006517,25.699485,65.502116,344
2575,34,7140.6466,14,8.6951579,25.610871,20.927281,30.147088,64.52072,367
825,35,2830.5655,13,7.6982115,32.486344,16.976044,33.56389,53.345587,63
277,33,5344.2923,13,9.522195,33.633133,19.687937,32.571139,41.700877,29
3081,37,8135.0367,16,7.0446194,23.919675,20.871279,29.953434,72.572891,523
1715,38,6230.5971,20,9.9745063,27.427663,19.178748,29.832781,65.72624,140
1424,31,8701.6405,16,9.5505391,31.889548,22.495862,30.343245,51.158566,165
1126,36,5995.1561,12,8.1851932,30.373072,19.603436,30.026792,57.320828,84
527,31,6209.646,15,6.6240919,44.442195,20.807567,32.415962,42.570634,51
1578,32,6138.0762,15,11.293333,23.22983,20.634214,29.442719,54.593112,165
595,35,7200.0127,15,6.7584161,40.664772,20.787353,29.927305,49.33437,64
863,29,6999.2119,15,7.7473383,37.637369,21.669564,33.113259,43.635077,64
1259,34,4626.5408,20,6.9049804,36.971254,19.003148,32.589533,55.392257,83
2030,35,8799.7019,14,9.7914523,32.719719,21.649148,28.842534,63.882102,298
1702,33,10161.43,8,7.8110076,37.029861,22.973947,30.598371,56.897199,274
608,31,6903.8921,15,8.4962108,32.513268,21.39792,33.279204,42.591261,47
2745,37,6714.9272,30,9.4712935,21.197446,19.899232,29.581293,70.389667,302
1433,34,7213.2228,12,9.0997888,36.643318,21.010642,32.584772,56.357816,148
3174,38,6150.1548,23,10.546684,21.799972,19.001972,29.082992,75.251917,348
672,37,5322.8634,15,7.327821,44.315297,18.810715,29.477971,53.897117,50
895,36,7394.0107,17,8.8058207,27.661663,20.671619,29.908769,54.790741,105
904,39,7918.6872,8,6.8392108,47.258021,20.300735,30.947384,59.732827,91
1330,31,8010.9385,6,8.7845304,27.630007,21.958642,29.930696,51.679976,153
788,40,10813.673,10,8.1296522,30.713052,21.951204,32.029371,60.282402,171
795,33,6088.5514,14,7.4181143,42.911254,20.247053,31.339444,49.990808,53
260,39,7337.3601,14,10.477693,38.071503,19.810662,31.938888,50.54112,50
864,31,6507.4959,10,7.8920679,28.245579,20.97125,32.159382,47.300637,80
1606,35,5105.8543,14,7.992125,26.077882,19.185145,31.493917,59.580518,118
1276,31,7556.4107,14,8.828906,32.099091,21.810473,28.741775,49.901969,106
1287,37,6843.5974,13,7.4232644,35.923793,19.914121,32.371669,60.874554,121
1323,29,8780.5397,20,7.4011837,35.735636,22.701611,29.823134,48.487876,141
1536,36,5745.5836,18,5.7970547,31.228818,19.450317,30.88619,60.566203,147
1065,31,11815.081,17,8.5046905,33.141076,24.006423,28.336663,49.338451,189
940,31,8310.7621,9,6.5706435,37.450631,22.194194,31.959184,47.396267,91
1813,33,6561.9193,11,8.3889636,32.924374,20.689358,29.953078,58.29707,164
1116,32,7066.1753,15,8.8124705,30.187657,21.240368,31.868169,50.826732,95
1584,35,7643.5891,19,9.1492564,29.646393,21.077803,30.509331,59.280568,174
798,32,5935.1476,9,7.1843416,41.771143,20.489176,30.681484,47.256192,49
1303,38,5842.3276,22,6.72996,43.045653,18.671859,32.685937,63.444828,126
2020,36,4901.0362,18,9.7898209,24.367417,18.665307,31.097348,64.610347,156
835,34,6220.546,13,8.2594737,40.906932,20.308784,31.773552,50.702208,70
1514,25,9245.5094,13,7.1098736,27.444933,23.521153,27.710101,41.928072,174
1240,39,3243.4084,15,6.5902923,30.531722,16.102135,30.16223,63.29073,68
1353,27,8987.1649,15,6.9390885,32.367246,23.173308,29.622672,44.032867,127
1157,34,3960.7134,9,8.157577,24.653805,18.2958,29.351448,55.313119,64
338,31,5194.1863,6,8.3961512,42.910256,20.039973,33.076349,39.484042,20
1304,34,5372.6801,11,5.4761307,29.39447,19.597945,29.635095,55.822751,92
2651,28,6639.6596,22,7.6752308,33.139038,21.583509,33.049073,56.093278,278
1937,35,4617.2639,25,9.5668724,20.057692,18.644612,27.991742,62.790201,120
1145,34,8398.3685,21,8.3429159,24.792446,21.603724,32.118289,55.297327,167
966,35,5780.6215,17,7.9140561,26.74142,19.684578,31.75883,54.168658,77
1600,33,7764.6626,11,8.177089,21.413631,21.594119,31.175845,55.844796,225
1140,37,4558.7476,12,9.4307751,32.129907,18.056691,32.032294,59.389567,71
1047,34,5484.3074,21,8.4178928,32.892749,19.781478,31.509579,52.779719,74
1450,37,4915.8265,28,7.1075496,36.681903,18.379076,31.301225,62.034217,109
2508,36,5036.1179,19,10.36,15.228391,18.89187,31.009053,67.073236,222
231,35,6484.5067,17,7.5787457,30.92229,20.226153,34.107251,42.764474,52
1879,33,614.58334,14,8.8986417,30.815224,15.369089,30.451284,58.868262,72
772,33,8392.8034,18,8.6703096,26.38345,21.800365,31.997279,49.716937,113
2205,29,7781.6061,16,8.5959619,28.331065,22.140267,31.875982,54.913752,290
250,36,6784.6636,7,6.8603881,44.058702,20.124735,31.041696,45.616929,21
1248,37,7238.273,15,7.5475199,28.8399,20.292466,30.207491,59.99906,130
1452,35,8855.1489,13,10.018218,27.002926,21.815893,29.73447,58.572522,219
1114,36,2078.7013,15,7.7548309,34.659591,15.768067,31.347335,58.274073,69
1263,34,5263.672,9,9.3163401,30.172991,19.486982,32.000951,55.627026,103
536,37,4418.6558,18,8.2967164,35.255604,17.927556,31.263198,52.545501,59
712,41,9295.9239,17,7.9559092,28.137543,20.689539,30.774786,61.115472,129
877,37,6276.4499,15,10.557748,26.035922,19.437819,31.545275,57.162498,81
1695,34,8369.4493,18,8.0619402,34.317592,21.598886,31.884784,59.755975,201
1012,30,7121.917,11,7.8271617,41.953235,21.668713,30.987316,46.056364,78
2804,34,4782.3683,22,7.9662909,24.811714,19.030192,28.686083,66.728341,245
1514,36,4376.475,13,7.2555352,43.183498,18.049505,29.58384,61.763461,102
405,31,6194.1709,12,7.9927615,35.750886,20.782195,31.514225,40.637427,45
1094,33,5581.241,18,8.1651976,33.073718,19.887351,32.999302,53.01264,66
3972,21,10933.915,12,7.3885869,37.761866,24.572823,31.144669,31.358645,89
1486,36,3142.9353,19,7.0636799,35.38146,17.047709,30.663806,60.718663,111
1250,37,3925.0387,23,10.341033,24.235251,17.379154,33.085151,60.814205,84
1210,40,6966.1288,21,7.6382477,32.329156,19.190634,32.643602,64.771788,132
923,37,6038.5621,17,8.1901607,25.978741,19.388331,33.777833,56.836189,67
1361,32,7375.2327,7,7.8513067,30.456383,21.458252,30.058296,52.896558,138
565,35,5928.2387,10,8.8125821,33.512179,19.655954,29.872582,50.305676,62
1903,40,7385.6278,22,10.679396,23.424714,19.570598,32.901532,69.895525,218
618,36,5445.6963,17,7.9280186,29.211926,19.072349,31.821644,52.275182,73
966,30,5367.2766,10,8.1676305,31.635753,20.529813,31.445813,45.23381,50
1303,32,5129.321,13,9.0402336,20.524219,19.779082,32.191053,53.206342,100
1599,33,3874.4563,14,7.5713353,25.871838,18.688789,29.159925,56.173616,81
1352,29,5541.304,7,7.4971587,34.836383,20.679942,33.789406,48.655031,87
3024,31,9757.7018,25,9.355474,27.946509,23.067133,30.688728,61.964702,491
2895,28,10402.924,23,10.419527,17.801037,23.785707,26.639168,56.312361,539
1915,34,8122.8539,13,8.7065011,27.131862,21.517997,31.544345,60.733928,255
1477,36,9413.9592,22,10.035082,31.016731,22.006636,30.849304,60.006119,200
881,32,4801.7278,11,7.2949179,25.535039,19.513901,31.49218,49.176206,71
1090,35,8543.1953,9,7.5557401,32.555729,21.624784,31.979374,55.350138,131
581,36,5776.7384,15,7.4642367,30.818698,19.45814,30.809914,51.044429,70
1146,29,4036.6053,15,7.2450396,24.46586,19.572308,28.782014,46.731785,57
1084,37,6105.0547,21,8.4708071,40.731047,19.249904,29.747971,59.543211,106
3039,30,10524.256,26,10.215293,26.146499,23.546427,30.215224,61.119675,533
2028,35,7822.0542,18,8.3304044,26.339449,21.146845,27.701351,62.866385,239
1457,34,6617.5436,15,6.1408775,39.954697,20.487423,31.247672,57.384044,141
1201,31,7124.1932,17,10.544994,24.869264,21.444817,32.198343,50.114582,121
1471,40,4253.1464,15,7.7114547,30.145476,16.750027,29.330453,66.852977,85
2040,38,9444.5741,17,9.9794955,27.784344,21.56791,30.412398,67.529224,326
3608,34,10863.857,22,9.6322551,28.627293,23.210091,28.014575,69.704021,713
1662,36,4328.8567,22,8.4987396,29.070061,18.163691,31.775004,62.074879,100
2129,31,7738.7655,18,6.7898881,24.630534,21.79606,25.555584,57.648591,260
1962,35,8512.6853,19,8.7467114,27.616692,21.479316,29.902831,63.315558,254
1853,37,1683.2297,11,9.5964015,26.171716,14.968897,32.480649,65.651475,88
2259,36,8231.6504,23,11.767578,23.344748,21.250922,28.852809,65.617437,302
2514,35,4493.9466,18,10.179683,17.85109,18.654017,33.90296,65.834221,205
1441,30,8086.0337,13,9.6707574,19.865494,22.162678,31.268442,51.017806,207
1187,33,8076.108,16,7.965978,41.94463,21.673818,31.091423,53.388554,125
1582,32,8473.625,12,8.7917864,25.597391,22.19766,29.293437,54.142966,203
2255,40,8542.4081,23,10.590055,23.559502,20.372174,29.357352,72.578937,299
2470,38,3322.7611,30,12.03996,21.905843,16.579385,28.072388,70.432932,106
1038,42,5073.4999,22,8.0276329,36.502978,16.776977,30.251871,66.307633,98
2175,36,7236.6806,15,10.325771,25.729684,20.517098,30.729926,65.439121,263
1284,29,7146.6042,5,9.2967943,24.188976,21.755534,31.745875,47.90887,151
1172,33,3416.7625,10,7.9713738,31.661185,18.09735,32.806236,53.757725,79
1841,36,8723.4414,18,9.1694837,28.359555,21.563118,31.696766,62.861382,238
2193,44,10087.925,18,7.299347,40.690377,20.346053,30.746473,78.246473,355
1021,32,8022.0418,21,8.9711761,31.646974,21.772753,32.693168,50.618178,110
542,31,6552.6195,12,7.4778228,37.652794,21.016079,31.862184,43.030578,32
1372,23,9272.9091,14,8.8205251,27.325049,23.698751,28.374089,37.49712,138
1851,30,6169.9092,14,6.1685396,30.557726,20.981646,27.620254,53.814462,149
1471,35,4399.8535,15,10.024918,25.073572,18.578214,31.14856,58.61546,100
2847,28,9350.0429,17,8.6104534,17.769145,23.196353,31.351073,56.753511,488
1175,38,7463.1276,23,7.1483396,35.057521,20.037856,29.919722,61.932956,123
2066,38,6724.7298,17,9.9150885,23.532376,19.414239,27.487349,69.047859,219
894,34,5281.1831,17,8.8960593,35.28037,19.442103,30.708354,52.430507,75
646,33,6690.8262,13,9.6371983,28.723184,20.749153,29.846021,47.575484,76
1951,34,7580.2193,18,7.9191411,33.710795,21.106864,31.079741,61.418989,219
587,37,3238.4091,12,8.6375616,38.395979,16.735932,33.032906,53.543977,66
629,37,7222.7687,9,9.9772948,34.513606,20.185813,30.224819,54.06669,75
1000,33,5667.191,14,8.2434565,23.867217,20.146137,30.492695,50.642555,92
546,38,5006.1428,6,7.7478042,35.520701,18.120787,33.692839,54.433145,41
3252,21,41234.25,3,15.873453,27.123513,21.788951,28.236732,33.226798,668
1856,35,4265.4078,22,7.0810335,31.705838,18.368674,29.993489,62.056402,120
1211,39,7322.6142,9,9.0810979,22.477148,19.764162,30.921917,63.216812,132
632,33,4624.0968,11,7.289024,32.06028,19.234197,29.263693,47.131186,40
836,38,4847.3718,11,7.0639408,35.04929,18.005846,32.472049,57.904732,65
783,30,7582.9923,6,8.1676055,45.542317,21.842803,30.283491,44.706419,45
1356,36,5952.9292,20,9.1184697,32.638686,19.420655,31.504391,60.273689,105
252,33,5955.3644,10,7.2974886,30.142099,20.191904,31.15996,40.712269,51
946,38,6891.1552,16,8.2235348,31.524889,19.701648,31.002558,59.158897,98
588,36,4545.4591,8,9.9227254,29.412428,18.470042,32.078105,50.934963,55
1665,36,5491.1917,11,8.4453321,32.615179,19.045019,29.92352,62.732176,96
1891,29,6426.0777,12,10.280476,25.09972,21.35599,29.224573,52.102446,189
1520,34,8957.91,16,6.6219555,31.531841,22.096376,30.659296,57.282217,229
1335,38,5999.541,17,8.545332,32.719725,19.041733,29.173918,62.461588,102
210,34,8092.5431,13,7.9816592,39.181718,21.577467,30.128017,40.030448,30
1429,35,7966.5757,23,7.5857658,30.102456,21.139311,26.048154,59.202957,147
843,38,6631.3364,20,9.1340495,36.814109,19.575235,32.016876,57.61893,59
1220,31,9449.4522,12,8.6822062,30.139065,22.864158,28.933488,49.947353,168
1178,35,5077.1832,15,6.4339382,23.907287,19.070604,31.108891,56.555007,84
696,29,8468.4769,13,6.2453455,44.869132,22.542272,32.288651,41.71304,62
1875,35,6627.4241,22,10.512889,25.122465,20.250947,28.582762,62.247615,183
1592,32,4091.4194,18,8.4750732,28.344188,19.029859,31.546722,55.053445,108
1162,37,5074.6284,12,10.601149,25.335604,18.423357,29.363081,60.062243,66
2156,33,5548.6885,23,8.8765566,24.577128,19.962392,33.07026,60.597452,192
2848,34,6857.0023,22,9.3845712,25.661287,20.751646,27.549975,65.951547,374
721,25,4537.0043,15,6.5115305,36.125378,20.611811,33.207367,35.234677,30
1389,39,5002.8026,14,7.1021157,41.568152,17.630965,31.448822,65.556192,77
720,35,4670.4735,14,7.447057,37.058674,18.698358,28.894761,51.945591,52
2026,38,4853.8096,18,10.528172,25.560739,17.931928,33.031866,68.213763,119
1806,27,6242.8275,15,7.8351788,28.298377,21.56757,26.974825,47.799041,136
1054,33,6453.0562,11,8.1176979,32.69692,20.668579,28.980906,51.523706,64
1028,39,6539.9265,19,7.5099693,41.760398,19.018476,28.875059,62.178896,80
912,35,5383.1036,10,7.206706,36.657805,19.36688,28.309798,53.638026,51
2187,32,8436.4628,10,9.8939655,26.691244,22.138662,31.202516,58.823804,347
1231,38,5079.0495,18,9.4478734,33.280262,18.147914,29.252169,62.10661,81
1300,37,7148.5296,14,9.2607041,26.361418,20.227376,30.790848,60.446453,135
648,31,6311.1232,11,8.1339213,36.308016,20.993248,32.166279,43.252294,55
1651,39,3828.205,20,10.944172,22.180903,16.555404,26.796342,67.255565,105
4187,36,9166.9058,24,10.027634,12.867797,21.755093,28.832397,76.560712,669
1632,27,7210.0784,16,10.280094,24.134239,22.076521,29.442195,47.580787,171
574,29,8537.0283,14,6.0762449,36.180222,22.580781,32.315528,40.037078,31
1598,37,6879.2554,20,7.3735818,30.267686,19.993553,32.936276,63.072657,172
569,30,9457.196,11,7.4600746,32.276803,22.984165,30.466198,41.25021,59
1521,35,4312.2388,20,8.5497266,31.712744,18.441791,30.293897,59.365213,91
465,36,5218.9221,16,9.116078,27.3319,18.854766,31.699847,50.206013,48
1997,38,8950.3791,14,8.29712,26.398261,21.07813,29.36286,68.362058,296
2396,33,9180.6512,15,8.1694799,18.438234,22.443988,32.705526,61.418277,424
2819,32,7074.1502,23,11.426161,17.319959,21.337548,30.864857,62.212344,389
2641,36,6263.7289,30,7.6898255,30.545443,19.772104,27.249395,68.472926,278
909,34,7145.9449,12,8.1435102,37.598859,20.812939,30.735921,52.653849,73
1758,35,7549.5535,16,9.4851842,25.889834,20.982443,31.518849,60.827132,217
2174,33,7224.4005,27,9.5218877,30.078069,21.073565,31.450761,61.32125,198
738,30,6327.1002,13,6.6217072,40.040499,21.179142,31.319067,42.724855,50
1562,31,8152.0867,16,7.4442977,30.495776,22.044036,34.471483,53.603713,167
2037,24,6756.235,22,9.442589,22.352515,22.227222,33.706543,44.643023,166
634,29,9284.0276,12,6.8035489,35.42088,22.992099,31.027406,40.938465,62
801,35,7960.6323,16,7.2744907,35.472259,21.125732,30.083148,53.265121,110
2051,34,5599.4978,20,9.0783785,23.6867,19.828853,27.852549,61.107977,173
1404,35,6615.4514,17,8.2896285,28.001004,20.245733,33.310417,58.635924,140
1827,30,5261.9468,22,9.4099796,26.670595,20.310811,27.395519,53.934407,124
2621,34,6700.6053,21,8.316177,23.575484,20.63651,31.548401,64.687537,302
1791,29,6643.0313,16,8.0281079,36.436371,21.547164,30.499364,50.834822,165
893,25,8438.7334,15,7.3141544,33.061915,23.057309,30.48373,36.70482,65
2027,31,9183.4852,20,7.5218811,27.034582,22.761467,28.302411,55.782828,294
1288,33,4602.9118,8,9.7276951,31.274726,19.209385,31.717767,54.170272,78
876,32,8352.0436,9,7.0686409,46.133213,22.110851,33.457432,47.790432,79
3435,36,6123.5177,18,9.9004457,20.137573,19.515332,28.43035,73.66385,470
1469,33,6558.0805,21,8.4243521,23.343837,20.688897,31.705322,55.640745,132
810,34,8318.7365,14,8.2694053,26.895315,21.551383,31.471385,51.863503,95
1923,37,8569.358,19,8.9601654,34.099913,21.170257,27.654075,65.547283,257
2961,38,7042.192,18,8.6733577,22.651127,19.76733,28.08054,73.820374,408
1887,35,7483.6502,13,7.9374844,25.101758,20.876319,30.204384,62.197724,222
2062,29,6428.7747,20,8.2138891,25.889447,21.28053,28.784866,54.07815,204
1488,37,6100.1505,22,7.2386199,24.19813,19.424976,31.674929,62.015447,136
1294,37,7425.3658,19,9.1120607,27.609844,20.281131,27.057476,61.330722,113
2136,37,5873.6176,17,8.4742432,24.11083,19.023635,24.00803,67.890244,152
1268,36,2995.3824,16,10.486822,31.047844,16.857785,32.352127,59.105977,66
1465,30,8540.4002,7,8.1355322,38.314382,22.547819,28.51423,49.900509,135
1049,33,11436.444,14,7.4718892,27.448679,23.630992,30.28953,51.412034,200
952,32,8658.442,4,9.2085105,37.291093,22.254513,32.22277,48.989815,111
1218,37,6193.5418,17,8.9580719,26.490214,19.295841,26.306315,60.915765,77
681,35,6226.8418,18,7.820888,28.98246,19.868865,32.416939,51.976172,72
1599,34,5644.988,10,7.6480399,28.95429,19.899295,30.699924,57.605143,131
1486,35,5159.3176,16,8.6495718,28.565824,19.244235,32.003989,58.532308,103
1378,33,10091.215,14,8.320381,29.033707,22.882766,31.011537,54.856335,216
292,30,3707.4142,8,7.9772916,41.367498,19.116007,28.62468,36.457863,3
1058,30,10364.187,14,8.8427333,25.488929,23.413204,32.686319,47.697138,198
1600,27,10695.284,4,9.8559362,19.360181,24.045599,31.144776,45.89193,386
1697,35,4901.6707,20,6.9292021,32.761525,19.014356,30.205035,60.287695,112
1545,32,7379.1836,13,7.2109404,33.529963,21.408406,30.447404,54.872095,155
1381,30,6059.1252,16,8.4875183,23.655545,20.858795,30.085648,50.571136,111
500,33,6628.0382,16,8.4409483,43.058508,20.63575,33.465708,46.017908,49
1672,34,6336.0547,12,6.2627971,36.866561,20.365867,29.200162,58.483857,139
1313,32,4253.1612,12,6.3840223,48.876554,19.247543,26.884985,52.145983,45
1793,37,6562.0316,15,8.9601321,23.145395,19.644569,32.087065,65.159705,169
1891,37,7794.2941,19,7.9559132,32.189102,20.585653,29.614174,65.677498,206
1346,37,5208.6987,25,7.7655278,32.974146,18.703038,29.360796,60.791927,101
1661,39,7702.9109,17,7.3140884,26.97563,20.133216,32.477678,66.384372,200
1172,33,8136.6288,15,10.053482,34.261437,21.684187,27.320238,53.49892,113
1181,34,4264.7269,13,9.45546,29.194716,18.746562,33.231662,54.398955,87
1141,33,8129.2166,9,6.5503276,25.777418,21.725083,33.085299,52.809738,155
801,30,8833.0244,8,8.3848423,27.154987,22.704986,31.859726,43.527848,95
1587,34,5302.9231,19,11.160302,24.75427,19.64343,30.273441,57.467222,127
2489,35,4427.9041,12,8.0419485,38.026759,18.647735,27.912316,65.394381,169
1016,34,4247.6857,16,8.5977053,30.60102,18.718324,31.877843,52.905011,82
1064,31,6873.4724,11,7.8674769,39.520113,21.290181,33.212505,48.730776,81
2001,31,4039.0965,14,8.2016583,29.001609,19.310957,32.776291,55.697152,130
3438,28,11386.308,20,7.1994348,30.623092,24.173016,34.220532,47.70016,209
2808,31,7158.4555,18,9.8884358,24.200297,21.457135,28.65499,61.562672,407
462,29,6799.5683,8,10.113068,31.753657,21.570179,30.623931,37.856688,58
759,36,2830.9955,15,6.916461,30.084657,16.804328,32.383186,53.439717,50
906,29,6704.583,13,7.8252136,37.204966,21.447616,29.590365,44.471057,57
3535,36,7028.2625,31,9.8112688,25.040008,20.275394,30.81128,73.707585,459
1748,29,3527.5992,17,10.186851,23.649956,19.167506,30.65527,51.770618,100
1101,30,11111.61,13,8.431885,28.82937,23.842079,32.289729,47.444794,178
1431,35,6604.3983,18,7.7554475,44.207949,20.159996,31.067271,59.38015,133
1186,37,8978.0213,22,11.636185,25.653783,21.330528,34.19145,60.524448,187
2237,36,4387.4414,21,9.5418362,23.618634,18.108865,30.372796,66.604007,150
1422,35,8686.1688,18,6.4969802,39.076281,21.646667,28.478798,58.835947,180
2087,33,1344.6563,17,6.9422826,24.407948,16.216975,26.425253,60.074751,67
1982,37,6340.6336,18,9.4482459,17.850084,19.676401,31.576868,65.274757,204
1243,29,9310.2713,15,9.1302247,27.438695,23.037555,30.095564,47.231266,155
1326,37,5576.0346,15,8.1034167,39.225277,19.061176,32.444953,60.338021,91
1505,35,4444.7506,15,9.1092566,30.205776,18.606453,27.274461,58.948555,73
886,30,7252.3741,13,6.7737393,48.57726,21.647779,33.757495,45.766914,62
1238,32,5580.5164,20,7.1813507,22.837708,20.118188,33.119411,52.640389,116
1343,29,2927.9339,11,8.3660315,37.375617,18.794148,30.067559,47.506899,47
764,39,5505.59,15,7.8271902,39.425041,18.129103,32.186784,59.390603,71
2198,34,8975.1008,18,8.641044,23.204698,22.142074,28.189909,61.82575,362
709,33,9013.3059,9,7.5939075,48.836058,22.19325,33.997173,48.808475,83
937,30,6090.5729,4,8.9278785,29.138474,20.901704,31.156193,46.156238,65
691,32,5977.3075,8,7.0927232,38.887646,20.511959,29.491826,46.003541,23
2321,36,6733.9479,15,11.181912,19.345742,20.228232,30.441991,65.879143,278
